###############################################################################################################
#                  Research reactor simulator log Tue Nov 15 09:29:09 2022                   #
#Time[h:m:s:ms] Reactivity[pcm] Inserted-reactivity[pcm] Power[W] Temp[C] Xenon-conc.[g/m3] Iodine-conc.[g/m3]#
###############################################################################################################
00:00:00:000	-9000	-9000	1.7107e-06	22	0	0
00:00:00:100	-9000	-9000	1.7107e-06	22	0	0
00:00:00:200	-9000	-9000	1.7107e-06	22	0	0
00:00:00:300	-9000	-9000	1.7107e-06	22	0	0
00:00:00:400	-9000	-9000	1.7107e-06	22	0	0
00:00:00:500	-9000	-9000	1.7107e-06	22	0	0
00:00:00:600	-9000	-9000	1.7107e-06	22	0	0
00:00:00:700	-9000	-9000	1.7107e-06	22	0	0
00:00:00:800	-9000	-9000	1.7107e-06	22	0	0
00:00:00:900	-9000	-9000	1.7107e-06	22	0	0
00:00:01:000	-9000	-9000	1.7107e-06	22	0	0
00:00:01:099	-9000	-9000	1.7107e-06	22	0	0
00:00:01:199	-9000	-9000	1.7107e-06	22	0	0
00:00:01:299	-9000	-9000	1.7107e-06	22	0	0
00:00:01:399	-9000	-9000	1.7107e-06	22	0	0
00:00:01:499	-9000	-9000	1.7107e-06	22	0	0
00:00:01:599	-9000	-9000	1.7107e-06	22	0	0
00:00:01:699	-9000	-9000	1.7107e-06	22	0	0
00:00:01:799	-9000	-9000	1.7107e-06	22	0	0
00:00:01:899	-9000	-9000	1.7107e-06	22	0	0
00:00:01:999	-9000	-9000	1.7107e-06	22	0	0
00:00:02:099	-9000	-9000	1.7107e-06	22	0	0
00:00:02:199	-9000	-9000	1.7107e-06	22	0	0
00:00:02:299	-9000	-9000	1.7107e-06	22	0	0
00:00:02:399	-9000	-9000	1.7107e-06	22	0	0
00:00:02:499	-9000	-9000	1.7107e-06	22	0	0
00:00:02:599	-9000	-9000	1.7107e-06	22	0	0
00:00:02:699	-9000	-9000	1.7107e-06	22	0	0
00:00:02:799	-9000	-9000	1.7107e-06	22	0	0
00:00:02:899	-9000	-9000	1.7107e-06	22	0	0
00:00:02:999	-9000	-9000	1.7107e-06	22	0	0
00:00:03:099	-9000	-9000	1.7107e-06	22	0	0
00:00:03:199	-9000	-9000	1.7107e-06	22	0	0
00:00:03:299	-9000	-9000	1.7107e-06	22	0	0
00:00:03:399	-9000	-9000	1.7107e-06	22	0	0
00:00:03:499	-9000	-9000	1.7107e-06	22	0	0
00:00:03:599	-9000	-9000	1.7107e-06	22	0	0
00:00:03:699	-9000	-9000	1.7107e-06	22	0	0
00:00:03:799	-9000	-9000	1.7107e-06	22	0	0
00:00:03:899	-9000	-9000	1.7107e-06	22	0	0
00:00:03:999	-9000	-9000	1.7107e-06	22	0	0
00:00:04:099	-9000	-9000	1.7107e-06	22	0	0
00:00:04:199	-9000	-9000	1.7107e-06	22	0	0
00:00:04:299	-9000	-9000	1.7107e-06	22	0	0
00:00:04:399	-9000	-9000	1.7107e-06	22	0	0
00:00:04:499	-8995.66	-8995.66	1.71142e-06	22	0	0
00:00:04:599	-8981.66	-8981.66	1.7139e-06	22	0	0
00:00:04:699	-8967.66	-8967.66	1.71639e-06	22	0	0
00:00:04:799	-8953.66	-8953.66	1.7189e-06	22	0	0
00:00:04:899	-8939.66	-8939.66	1.72142e-06	22	0	0
00:00:05:000	-8925.66	-8925.66	1.72395e-06	22	5.4214e-18	1.50664e-16
00:00:05:100	-8911.66	-8911.66	1.72649e-06	22	5.4214e-18	1.50664e-16
00:00:05:200	-8897.66	-8897.66	1.72905e-06	22	5.4214e-18	1.50664e-16
00:00:05:300	-8883.66	-8883.66	1.73161e-06	22	5.4214e-18	1.50664e-16
00:00:05:400	-8869.66	-8869.66	1.73419e-06	22	5.4214e-18	1.50664e-16
00:00:05:500	-8855.66	-8855.66	1.73678e-06	22	5.4214e-18	1.50664e-16
00:00:05:600	-8841.66	-8841.66	1.73937e-06	22	5.4214e-18	1.50664e-16
00:00:05:700	-8827.66	-8827.66	1.74198e-06	22	5.4214e-18	1.50664e-16
00:00:05:800	-8813.66	-8813.66	1.7446e-06	22	5.4214e-18	1.50664e-16
00:00:05:900	-8799.66	-8799.66	1.74723e-06	22	5.4214e-18	1.50664e-16
00:00:06:000	-8785.66	-8785.66	1.74987e-06	22	5.4214e-18	1.50664e-16
00:00:06:100	-8771.66	-8771.66	1.75252e-06	22	5.4214e-18	1.50664e-16
00:00:06:200	-8757.66	-8757.66	1.75518e-06	22	5.4214e-18	1.50664e-16
00:00:06:300	-8743.66	-8743.66	1.75785e-06	22	5.4214e-18	1.50664e-16
00:00:06:400	-8729.66	-8729.66	1.76053e-06	22	5.4214e-18	1.50664e-16
00:00:06:500	-8715.66	-8715.66	1.76322e-06	22	5.4214e-18	1.50664e-16
00:00:06:600	-8701.66	-8701.66	1.76592e-06	22	5.4214e-18	1.50664e-16
00:00:06:700	-8687.66	-8687.66	1.76863e-06	22	5.4214e-18	1.50664e-16
00:00:06:800	-8673.66	-8673.66	1.77135e-06	22	5.4214e-18	1.50664e-16
00:00:06:900	-8659.66	-8659.66	1.77409e-06	22	5.4214e-18	1.50664e-16
00:00:07:000	-8645.66	-8645.66	1.77683e-06	22	5.4214e-18	1.50664e-16
00:00:07:100	-8631.66	-8631.66	1.77958e-06	22	5.4214e-18	1.50664e-16
00:00:07:200	-8617.66	-8617.66	1.78234e-06	22	5.4214e-18	1.50664e-16
00:00:07:300	-8603.66	-8603.66	1.78511e-06	22	5.4214e-18	1.50664e-16
00:00:07:400	-8589.66	-8589.66	1.78789e-06	22	5.4214e-18	1.50664e-16
00:00:07:500	-8575.66	-8575.66	1.79069e-06	22	5.4214e-18	1.50664e-16
00:00:07:600	-8561.66	-8561.66	1.79349e-06	22	5.4214e-18	1.50664e-16
00:00:07:700	-8547.66	-8547.66	1.7963e-06	22	5.4214e-18	1.50664e-16
00:00:07:800	-8533.66	-8533.66	1.79913e-06	22	5.4214e-18	1.50664e-16
00:00:07:900	-8519.66	-8519.66	1.80196e-06	22	5.4214e-18	1.50664e-16
00:00:08:000	-8505.67	-8505.67	1.8048e-06	22	5.4214e-18	1.50664e-16
00:00:08:100	-8491.67	-8491.67	1.80765e-06	22	5.4214e-18	1.50664e-16
00:00:08:200	-8477.67	-8477.67	1.81052e-06	22	5.4214e-18	1.50664e-16
00:00:08:300	-8463.67	-8463.67	1.81339e-06	22	5.4214e-18	1.50664e-16
00:00:08:400	-8449.67	-8449.67	1.81628e-06	22	5.4214e-18	1.50664e-16
00:00:08:500	-8435.67	-8435.67	1.81917e-06	22	5.4214e-18	1.50664e-16
00:00:08:600	-8421.67	-8421.67	1.82208e-06	22	5.4214e-18	1.50664e-16
00:00:08:700	-8407.68	-8407.68	1.82499e-06	22	5.4214e-18	1.50664e-16
00:00:08:800	-8393.68	-8393.68	1.82792e-06	22	5.4214e-18	1.50664e-16
00:00:08:900	-8379.68	-8379.68	1.83085e-06	22	5.4214e-18	1.50664e-16
00:00:09:000	-8365.68	-8365.68	1.8338e-06	22	5.4214e-18	1.50664e-16
00:00:09:100	-8351.68	-8351.68	1.83676e-06	22	5.4214e-18	1.50664e-16
00:00:09:200	-8337.68	-8337.68	1.83973e-06	22	5.4214e-18	1.50664e-16
00:00:09:300	-8323.69	-8323.69	1.84271e-06	22	5.4214e-18	1.50664e-16
00:00:09:400	-8309.69	-8309.69	1.8457e-06	22	5.4214e-18	1.50664e-16
00:00:09:500	-8295.69	-8295.69	1.8487e-06	22	5.4214e-18	1.50664e-16
00:00:09:600	-8281.69	-8281.69	1.85171e-06	22	5.4214e-18	1.50664e-16
00:00:09:700	-8267.69	-8267.69	1.85473e-06	22	5.4214e-18	1.50664e-16
00:00:09:800	-8253.69	-8253.69	1.85776e-06	22	5.4214e-18	1.50664e-16
00:00:09:899	-8239.7	-8239.7	1.8608e-06	22	5.4214e-18	1.50664e-16
00:00:09:999	-8225.7	-8225.7	1.86386e-06	22	1.11232e-17	3.08517e-16
00:00:10:099	-8211.7	-8211.7	1.86692e-06	22	1.11232e-17	3.08517e-16
00:00:10:199	-8197.7	-8197.7	1.87e-06	22	1.11232e-17	3.08517e-16
00:00:10:299	-8183.7	-8183.7	1.87308e-06	22	1.11232e-17	3.08517e-16
