###############################################################################################################
#                  Research reactor simulator log Tue Nov 15 10:11:49 2022                   #
#Time[h:m:s:ms] Reactivity[pcm] Inserted-reactivity[pcm] Power[W] Temp[C] Xenon-conc.[g/m3] Iodine-conc.[g/m3]#
###############################################################################################################
00:00:00:000	-9000	-9000	1.7107e-06	22	0	0
00:00:00:100	-9000	-9000	1.7107e-06	22	0	0
00:00:00:200	-9000	-9000	1.7107e-06	22	0	0
00:00:00:300	-9000	-9000	1.7107e-06	22	0	0
00:00:00:400	-9000	-9000	1.7107e-06	22	0	0
00:00:00:500	-9000	-9000	1.7107e-06	22	0	0
00:00:00:600	-9000	-9000	1.7107e-06	22	0	0
00:00:00:700	-9000	-9000	1.7107e-06	22	0	0
00:00:00:800	-8989	-8989	1.71258e-06	22	0	0
00:00:00:900	-8969.08	-8969.08	1.71612e-06	22	0	0
00:00:01:000	-8949.65	-8949.65	1.7196e-06	22	0	0
00:00:01:099	-8931.01	-8931.01	1.72295e-06	22	0	0
00:00:01:199	-8913.46	-8913.46	1.72613e-06	22	0	0
00:00:01:299	-8897.28	-8897.28	1.72909e-06	22	0	0
00:00:01:399	-8882.71	-8882.71	1.73176e-06	22	0	0
00:00:01:499	-8870	-8870	1.73411e-06	22	0	0
00:00:01:599	-8859.33	-8859.33	1.7361e-06	22	0	0
00:00:01:699	-8850.89	-8850.89	1.73769e-06	22	0	0
00:00:01:799	-8844.79	-8844.79	1.73885e-06	22	0	0
00:00:01:899	-8841.14	-8841.14	1.73957e-06	22	0	0
00:00:01:999	-8840	-8840	1.73983e-06	22	0	0
00:00:02:099	-8841.38	-8841.38	1.73962e-06	22	0	0
00:00:02:199	-8845.27	-8845.27	1.73896e-06	22	0	0
00:00:02:299	-8851.59	-8851.59	1.73784e-06	22	0	0
00:00:02:399	-8860.26	-8860.26	1.7363e-06	22	0	0
00:00:02:499	-8986.7	-8986.7	1.71353e-06	22	0	0
00:00:02:599	-8972.7	-8972.7	1.71598e-06	22	0	0
00:00:02:699	-8958.7	-8958.7	1.71845e-06	22	0	0
00:00:02:799	-8944.7	-8944.7	1.72094e-06	22	0	0
00:00:02:899	-8930.7	-8930.7	1.72344e-06	22	0	0
00:00:02:999	-8916.7	-8916.7	1.72596e-06	22	0	0
00:00:03:099	-8902.7	-8902.7	1.72849e-06	22	0	0
00:00:03:199	-8888.7	-8888.7	1.73103e-06	22	0	0
00:00:03:299	-8874.7	-8874.7	1.73359e-06	22	0	0
00:00:03:399	-8860.7	-8860.7	1.73616e-06	22	0	0
00:00:03:499	-8846.7	-8846.7	1.73874e-06	22	0	0
00:00:03:599	-8832.7	-8832.7	1.74133e-06	22	0	0
00:00:03:699	-8818.7	-8818.7	1.74394e-06	22	0	0
00:00:03:799	-8804.7	-8804.7	1.74655e-06	22	0	0
00:00:03:899	-8790.7	-8790.7	1.74918e-06	22	0	0
00:00:03:999	-8776.7	-8776.7	1.75182e-06	22	0	0
00:00:04:099	-8762.7	-8762.7	1.75446e-06	22	0	0
00:00:04:199	-8748.7	-8748.7	1.75712e-06	22	0	0
00:00:04:299	-8734.7	-8734.7	1.75979e-06	22	0	0
00:00:04:399	-8720.7	-8720.7	1.76247e-06	22	0	0
00:00:04:499	-8706.7	-8706.7	1.76517e-06	22	0	0
00:00:04:599	-8692.7	-8692.7	1.76787e-06	22	0	0
00:00:04:699	-8678.7	-8678.7	1.77058e-06	22	0	0
00:00:04:799	-8664.7	-8664.7	1.7733e-06	22	0	0
00:00:04:899	-8650.7	-8650.7	1.77603e-06	22	0	0
00:00:05:000	-8636.7	-8636.7	1.77878e-06	22	5.49881e-18	1.52817e-16
00:00:05:100	-8622.7	-8622.7	1.78153e-06	22	5.49881e-18	1.52817e-16
00:00:05:200	-8608.7	-8608.7	1.78429e-06	22	5.49881e-18	1.52817e-16
00:00:05:300	-8594.7	-8594.7	1.78707e-06	22	5.49881e-18	1.52817e-16
00:00:05:400	-8580.7	-8580.7	1.78985e-06	22	5.49881e-18	1.52817e-16
00:00:05:500	-8566.7	-8566.7	1.79265e-06	22	5.49881e-18	1.52817e-16
00:00:05:600	-8552.7	-8552.7	1.79545e-06	22	5.49881e-18	1.52817e-16
00:00:05:700	-8538.7	-8538.7	1.79827e-06	22	5.49881e-18	1.52817e-16
00:00:05:800	-8524.7	-8524.7	1.8011e-06	22	5.49881e-18	1.52817e-16
00:00:05:900	-8510.7	-8510.7	1.80393e-06	22	5.49881e-18	1.52817e-16
00:00:06:000	-8496.71	-8496.71	1.80678e-06	22	5.49881e-18	1.52817e-16
00:00:06:100	-8482.71	-8482.71	1.80963e-06	22	5.49881e-18	1.52817e-16
00:00:06:200	-8468.71	-8468.71	1.8125e-06	22	5.49881e-18	1.52817e-16
00:00:06:300	-8454.71	-8454.71	1.81538e-06	22	5.49881e-18	1.52817e-16
00:00:06:400	-8440.71	-8440.71	1.81827e-06	22	5.49881e-18	1.52817e-16
00:00:06:500	-8426.71	-8426.71	1.82117e-06	22	5.49881e-18	1.52817e-16
00:00:06:600	-8412.71	-8412.71	1.82408e-06	22	5.49881e-18	1.52817e-16
00:00:06:700	-8398.72	-8398.72	1.827e-06	22	5.49881e-18	1.52817e-16
00:00:06:800	-8384.72	-8384.72	1.82993e-06	22	5.49881e-18	1.52817e-16
00:00:06:900	-8370.72	-8370.72	1.83287e-06	22	5.49881e-18	1.52817e-16
00:00:07:000	-8356.72	-8356.72	1.83582e-06	22	5.49881e-18	1.52817e-16
00:00:07:100	-8342.72	-8342.72	1.83878e-06	22	5.49881e-18	1.52817e-16
00:00:07:200	-8328.72	-8328.72	1.84175e-06	22	5.49881e-18	1.52817e-16
00:00:07:300	-8314.73	-8314.73	1.84473e-06	22	5.49881e-18	1.52817e-16
00:00:07:400	-8300.73	-8300.73	1.84773e-06	22	5.49881e-18	1.52817e-16
00:00:07:500	-8286.73	-8286.73	1.85073e-06	22	5.49881e-18	1.52817e-16
00:00:07:600	-8272.73	-8272.73	1.85375e-06	22	5.49881e-18	1.52817e-16
00:00:07:700	-8258.73	-8258.73	1.85678e-06	22	5.49881e-18	1.52817e-16
00:00:07:800	-8244.73	-8244.73	1.85981e-06	22	5.49881e-18	1.52817e-16
00:00:07:900	-8230.74	-8230.74	1.86286e-06	22	5.49881e-18	1.52817e-16
00:00:08:000	-8216.74	-8216.74	1.86592e-06	22	5.49881e-18	1.52817e-16
00:00:08:100	-8202.74	-8202.74	1.86899e-06	22	5.49881e-18	1.52817e-16
00:00:08:200	-8188.74	-8188.74	1.87207e-06	22	5.49881e-18	1.52817e-16
00:00:08:300	-8174.74	-8174.74	1.87516e-06	22	5.49881e-18	1.52817e-16
00:00:08:400	-8160.74	-8160.74	1.87826e-06	22	5.49881e-18	1.52817e-16
00:00:08:500	-8146.75	-8146.75	1.88138e-06	22	5.49881e-18	1.52817e-16
00:00:08:600	-8132.75	-8132.75	1.8845e-06	22	5.49881e-18	1.52817e-16
00:00:08:700	-8118.75	-8118.75	1.88764e-06	22	5.49881e-18	1.52817e-16
00:00:08:800	-8104.75	-8104.75	1.89079e-06	22	5.49881e-18	1.52817e-16
00:00:08:900	-8090.75	-8090.75	1.89395e-06	22	5.49881e-18	1.52817e-16
00:00:09:000	-8076.75	-8076.75	1.89712e-06	22	5.49881e-18	1.52817e-16
00:00:09:100	-8062.75	-8062.75	1.9003e-06	22	5.49881e-18	1.52817e-16
00:00:09:200	-8048.74	-8048.74	1.90349e-06	22	5.49881e-18	1.52817e-16
00:00:09:300	-8034.74	-8034.74	1.9067e-06	22	5.49881e-18	1.52817e-16
00:00:09:400	-8020.74	-8020.74	1.90992e-06	22	5.49881e-18	1.52817e-16
00:00:09:500	-8006.74	-8006.74	1.91314e-06	22	5.49881e-18	1.52817e-16
00:00:09:600	-7992.74	-7992.74	1.91638e-06	22	5.49881e-18	1.52817e-16
00:00:09:700	-7978.74	-7978.74	1.91964e-06	22	5.49881e-18	1.52817e-16
00:00:09:800	-7964.74	-7964.74	1.9229e-06	22	5.49881e-18	1.52817e-16
00:00:09:899	-7950.73	-7950.73	1.92617e-06	22	5.49881e-18	1.52817e-16
00:00:09:999	-7936.73	-7936.73	1.92946e-06	22	1.13917e-17	3.15972e-16
